id,year,industry_code_ANZSIC,industry_name_ANZSIC,rme_size_grp,variable,value,unit,serial_number,serial_number_1
5314,2018,F,Wholesale Trade,d_10-19,"Sales, government funding, grants and subsidies",9605,DOLLARS(millions),1815,1815
5346,2021,F,Wholesale Trade,i_Industry_Total,"Sales, government funding, grants and subsidies",116512,DOLLARS(millions),1816,1816
5355,2011,G,Retail Trade,i_Industry_Total,Total assets,21069,DOLLARS(millions),1817,1817
5367,2013,G,Retail Trade,c_6-9,Total assets,1279,DOLLARS(millions),1818,1818
5376,2014,G,Retail Trade,c_6-9,Total assets,1470,DOLLARS(millions),1819,1819
5448,2011,G,Retail Trade,c_6-9,Total income,3436,DOLLARS(millions),1820,1820
5467,2013,G,Retail Trade,d_10-19,Total income,5731,DOLLARS(millions),1821,1821
5617,2019,G,Retail Trade,a_0,Activity unit,11961,COUNT,1822,1822
5638,2021,G,Retail Trade,d_10-19,Activity unit,1716,COUNT,1823,1823
5708,2018,G,Retail Trade,b_1-5,Total expenditure,7842,DOLLARS(millions),1824,1824
5762,2013,G,Retail Trade,b_1-5,Fixed tangible assets,661,DOLLARS(millions),1825,1825
5861,2013,G,Retail Trade,b_1-5,Rolling mean employees,24135,COUNT,1826,1826
5894,2016,G,Retail Trade,h_200+,Rolling mean employees,79068,COUNT,1827,1827
5906,2018,G,Retail Trade,b_1-5,Rolling mean employees,24315,COUNT,1828,1828
5992,2016,G,Retail Trade,g_100-199,Salaries and wages paid,937,DOLLARS(millions),1829,1829
6015,2019,G,Retail Trade,c_6-9,Salaries and wages paid,647,DOLLARS(millions),1830,1830
6117,2019,G,Retail Trade,f_50-99,Operating profit before tax,217,DOLLARS(millions),1831,1831
6127,2020,G,Retail Trade,g_100-199,Operating profit before tax,326,DOLLARS(millions),1832,1832
6183,2015,G,Retail Trade,i_Industry_Total,"Sales, government funding, grants and subsidies",62862,DOLLARS(millions),1833,1833
6278,2015,H,Accommodation and Food Services,e_20-49,Total assets,1628,DOLLARS(millions),1834,1834
6335,2021,H,Accommodation and Food Services,h_200+,Total assets,3136,DOLLARS(millions),1835,1835
6378,2015,H,Accommodation and Food Services,f_50-99,Total income,1006,DOLLARS(millions),1836,1836
6400,2018,H,Accommodation and Food Services,a_0,Total income,1148,DOLLARS(millions),1837,1837
6461,2013,H,Accommodation and Food Services,h_200+,Activity unit,27,COUNT,1838,1838
6531,2021,H,Accommodation and Food Services,f_50-99,Activity unit,183,COUNT,1839,1839
6577,2015,H,Accommodation and Food Services,g_100-199,Total expenditure,740,DOLLARS(millions),1840,1840
6582,2016,H,Accommodation and Food Services,c_6-9,Total expenditure,1383,DOLLARS(millions),1841,1841
6598,2018,H,Accommodation and Food Services,a_0,Total expenditure,1014,DOLLARS(millions),1842,1842
6601,2018,H,Accommodation and Food Services,d_10-19,Total expenditure,2598,DOLLARS(millions),1843,1843
6651,2012,H,Accommodation and Food Services,i_Industry_Total,Fixed tangible assets,7217,DOLLARS(millions),1844,1844
6971,2015,H,Accommodation and Food Services,e_20-49,Operating profit before tax,124,DOLLARS(millions),1845,1845
6979,2016,H,Accommodation and Food Services,d_10-19,Operating profit before tax,61,DOLLARS(millions),1846,1846
7022,2021,H,Accommodation and Food Services,b_1-5,Operating profit before tax,121,DOLLARS(millions),1847,1847
7055,2013,H,Accommodation and Food Services,h_200+,"Sales, government funding, grants and subsidies",1558,DOLLARS(millions),1848,1848
7113,2020,H,Accommodation and Food Services,c_6-9,"Sales, government funding, grants and subsidies",1923,DOLLARS(millions),1849,1849
7188,2017,I,"Transport, Postal and Warehousing",f_50-99,Total assets,1652,DOLLARS(millions),1850,1850
7264,2015,I,"Transport, Postal and Warehousing",a_0,Total income,1752,DOLLARS(millions),1851,1851
7403,2019,I,"Transport, Postal and Warehousing",e_20-49,Activity unit,399,COUNT,1852,1852
7426,2011,I,"Transport, Postal and Warehousing",a_0,Total expenditure,943,DOLLARS(millions),1853,1853
7515,2020,I,"Transport, Postal and Warehousing",i_Industry_Total,Total expenditure,26224,DOLLARS(millions),1854,1854
7527,2011,I,"Transport, Postal and Warehousing",c_6-9,Fixed tangible assets,295,DOLLARS(millions),1855,1855
7538,2012,I,"Transport, Postal and Warehousing",e_20-49,Fixed tangible assets,1276,DOLLARS(millions),1856,1856
7567,2015,I,"Transport, Postal and Warehousing",g_100-199,Fixed tangible assets,1153,DOLLARS(millions),1857,1857
7628,2011,I,"Transport, Postal and Warehousing",e_20-49,Rolling mean employees,7362,COUNT,1858,1858
7695,2018,I,"Transport, Postal and Warehousing",i_Industry_Total,Rolling mean employees,94572,COUNT,1859,1859
7731,2011,I,"Transport, Postal and Warehousing",i_Industry_Total,Salaries and wages paid,4466,DOLLARS(millions),1860,1860
7765,2015,I,"Transport, Postal and Warehousing",g_100-199,Salaries and wages paid,526,DOLLARS(millions),1861,1861
7842,2013,I,"Transport, Postal and Warehousing",c_6-9,Operating profit before tax,58,DOLLARS(millions),1862,1862
7871,2016,I,"Transport, Postal and Warehousing",e_20-49,Operating profit before tax,130,DOLLARS(millions),1863,1863
7887,2018,I,"Transport, Postal and Warehousing",c_6-9,Operating profit before tax,97,DOLLARS(millions),1864,1864
8061,2015,J,Information Media and Telecommunications,f_50-99,Total assets,487,DOLLARS(millions),1865,1865
8093,2019,J,Information Media and Telecommunications,b_1-5,Total assets,515,DOLLARS(millions),1866,1866
8182,2018,J,Information Media and Telecommunications,a_0,Total income,1055,DOLLARS(millions),1867,1867
8234,2012,J,Information Media and Telecommunications,h_200+,Activity unit,21,COUNT,1868,1868
8267,2016,J,Information Media and Telecommunications,e_20-49,Activity unit,45,COUNT,1869,1869
8272,2017,J,Information Media and Telecommunications,a_0,Activity unit,4053,COUNT,1870,1870
8284,2018,J,Information Media and Telecommunications,d_10-19,Activity unit,135,COUNT,1871,1871
8418,2011,J,Information Media and Telecommunications,c_6-9,Fixed tangible assets,C,DOLLARS(millions),1872,1872
8467,2016,J,Information Media and Telecommunications,g_100-199,Fixed tangible assets,82,DOLLARS(millions),1873,1873
8546,2014,J,Information Media and Telecommunications,e_20-49,Rolling mean employees,1614,COUNT,1874,1874
8667,2016,J,Information Media and Telecommunications,i_Industry_Total,Salaries and wages paid,2382,DOLLARS(millions),1875,1875
8743,2014,J,Information Media and Telecommunications,d_10-19,Operating profit before tax,25,DOLLARS(millions),1876,1876
8789,2019,J,Information Media and Telecommunications,e_20-49,Operating profit before tax,41,DOLLARS(millions),1877,1877
8813,2011,J,Information Media and Telecommunications,b_1-5,"Sales, government funding, grants and subsidies",678,DOLLARS(millions),1878,1878
8834,2013,J,Information Media and Telecommunications,e_20-49,"Sales, government funding, grants and subsidies",479,DOLLARS(millions),1879,1879
8871,2017,J,Information Media and Telecommunications,f_50-99,"Sales, government funding, grants and subsidies",356,DOLLARS(millions),1880,1880
8915,2011,K,Financial and Insurance Services,e_20-49,Total assets,23273,DOLLARS(millions),1881,1881
8930,2013,K,Financial and Insurance Services,b_1-5,Total assets,28208,DOLLARS(millions),1882,1882
8966,2017,K,Financial and Insurance Services,b_1-5,Total assets,32087,DOLLARS(millions),1883,1883
9034,2013,K,Financial and Insurance Services,g_100-199,Total income,2278,DOLLARS(millions),1884,1884
9200,2021,K,Financial and Insurance Services,b_1-5,Activity unit,2340,COUNT,1885,1885
9261,2016,K,Financial and Insurance Services,i_Industry_Total,Total expenditure,49782,DOLLARS(millions),1886,1886
9282,2019,K,Financial and Insurance Services,c_6-9,Total expenditure,951,DOLLARS(millions),1887,1887
9379,2019,K,Financial and Insurance Services,a_0,Fixed tangible assets,24498,DOLLARS(millions),1888,1888
9497,2021,K,Financial and Insurance Services,b_1-5,Rolling mean employees,4329,COUNT,1889,1889
9527,2013,K,Financial and Insurance Services,e_20-49,Salaries and wages paid,231,DOLLARS(millions),1890,1890
9543,2015,K,Financial and Insurance Services,c_6-9,Salaries and wages paid,191,DOLLARS(millions),1891,1891
9560,2017,K,Financial and Insurance Services,b_1-5,Salaries and wages paid,381,DOLLARS(millions),1892,1892
9584,2019,K,Financial and Insurance Services,h_200+,Salaries and wages paid,4157,DOLLARS(millions),1893,1893
9714,2012,K,Financial and Insurance Services,c_6-9,"Sales, government funding, grants and subsidies",304,DOLLARS(millions),1894,1894
9729,2013,K,Financial and Insurance Services,i_Industry_Total,"Sales, government funding, grants and subsidies",15576,DOLLARS(millions),1895,1895
9731,2014,K,Financial and Insurance Services,b_1-5,"Sales, government funding, grants and subsidies",1181,DOLLARS(millions),1896,1896
9804,2011,L,"Rental, Hiring and Real Estate Services",c_6-9,Total assets,1303,DOLLARS(millions),1897,1897
9826,2013,L,"Rental, Hiring and Real Estate Services",g_100-199,Total assets,1967,DOLLARS(millions),1898,1898
9827,2013,L,"Rental, Hiring and Real Estate Services",h_200+,Total assets,887,DOLLARS(millions),1899,1899
9836,2014,L,"Rental, Hiring and Real Estate Services",h_200+,Total assets,926,DOLLARS(millions),1900,1900
9855,2016,L,"Rental, Hiring and Real Estate Services",i_Industry_Total,Total assets,216793,DOLLARS(millions),1901,1901
9880,2019,L,"Rental, Hiring and Real Estate Services",g_100-199,Total assets,4013,DOLLARS(millions),1902,1902
9930,2014,L,"Rental, Hiring and Real Estate Services",c_6-9,Total income,858,DOLLARS(millions),1903,1903
9936,2014,L,"Rental, Hiring and Real Estate Services",i_Industry_Total,Total income,23795,DOLLARS(millions),1904,1904
9944,2015,L,"Rental, Hiring and Real Estate Services",h_200+,Total income,910,DOLLARS(millions),1905,1905
9953,2016,L,"Rental, Hiring and Real Estate Services",h_200+,Total income,1071,DOLLARS(millions),1906,1906
9965,2018,L,"Rental, Hiring and Real Estate Services",b_1-5,Total income,3698,DOLLARS(millions),1907,1907
9976,2019,L,"Rental, Hiring and Real Estate Services",d_10-19,Total income,1181,DOLLARS(millions),1908,1908
10027,2014,L,"Rental, Hiring and Real Estate Services",a_0,Activity unit,65307,COUNT,1909,1909
10109,2012,L,"Rental, Hiring and Real Estate Services",b_1-5,Total expenditure,2467,DOLLARS(millions),1910,1910
10134,2014,L,"Rental, Hiring and Real Estate Services",i_Industry_Total,Total expenditure,16142,DOLLARS(millions),1911,1911
10141,2015,L,"Rental, Hiring and Real Estate Services",g_100-199,Total expenditure,992,DOLLARS(millions),1912,1912
10303,2011,L,"Rental, Hiring and Real Estate Services",g_100-199,Rolling mean employees,1728,COUNT,1913,1913
10325,2014,L,"Rental, Hiring and Real Estate Services",b_1-5,Rolling mean employees,9039,COUNT,1914,1914
10345,2016,L,"Rental, Hiring and Real Estate Services",d_10-19,Rolling mean employees,3348,COUNT,1915,1915
10443,2016,L,"Rental, Hiring and Real Estate Services",c_6-9,Salaries and wages paid,197,DOLLARS(millions),1916,1916
10475,2019,L,"Rental, Hiring and Real Estate Services",h_200+,Salaries and wages paid,212,DOLLARS(millions),1917,1917
10482,2020,L,"Rental, Hiring and Real Estate Services",f_50-99,Salaries and wages paid,154,DOLLARS(millions),1918,1918
10502,2011,L,"Rental, Hiring and Real Estate Services",h_200+,Operating profit before tax,57,DOLLARS(millions),1919,1919
10505,2012,L,"Rental, Hiring and Real Estate Services",b_1-5,Operating profit before tax,417,DOLLARS(millions),1920,1920
10540,2016,L,"Rental, Hiring and Real Estate Services",a_0,Operating profit before tax,6369,DOLLARS(millions),1921,1921
10548,2016,L,"Rental, Hiring and Real Estate Services",i_Industry_Total,Operating profit before tax,7791,DOLLARS(millions),1922,1922
10552,2017,L,"Rental, Hiring and Real Estate Services",d_10-19,Operating profit before tax,63,DOLLARS(millions),1923,1923
10622,2014,L,"Rental, Hiring and Real Estate Services",b_1-5,"Sales, government funding, grants and subsidies",2615,DOLLARS(millions),1924,1924
10638,2015,L,"Rental, Hiring and Real Estate Services",i_Industry_Total,"Sales, government funding, grants and subsidies",22513,DOLLARS(millions),1925,1925
10660,2018,L,"Rental, Hiring and Real Estate Services",d_10-19,"Sales, government funding, grants and subsidies",1120,DOLLARS(millions),1926,1926
10669,2019,L,"Rental, Hiring and Real Estate Services",d_10-19,"Sales, government funding, grants and subsidies",1129,DOLLARS(millions),1927,1927
10756,2018,M,"Professional, Scientific and Technical Services",a_0,Total assets,8065,DOLLARS(millions),1928,1928
10885,2021,M,"Professional, Scientific and Technical Services",d_10-19,Total income,4549,DOLLARS(millions),1929,1929
10995,2011,M,"Professional, Scientific and Technical Services",f_50-99,Total expenditure,1759,DOLLARS(millions),1930,1930
10997,2011,M,"Professional, Scientific and Technical Services",h_200+,Total expenditure,5042,DOLLARS(millions),1931,1931
11069,2019,M,"Professional, Scientific and Technical Services",h_200+,Total expenditure,7685,DOLLARS(millions),1932,1932
11090,2011,M,"Professional, Scientific and Technical Services",b_1-5,Fixed tangible assets,585,DOLLARS(millions),1933,1933
11139,2016,M,"Professional, Scientific and Technical Services",f_50-99,Fixed tangible assets,289,DOLLARS(millions),1934,1934
11198,2012,M,"Professional, Scientific and Technical Services",b_1-5,Rolling mean employees,22215,COUNT,1935,1935
11203,2012,M,"Professional, Scientific and Technical Services",g_100-199,Rolling mean employees,7971,COUNT,1936,1936
11424,2015,M,"Professional, Scientific and Technical Services",c_6-9,Operating profit before tax,122,DOLLARS(millions),1937,1937
11449,2018,M,"Professional, Scientific and Technical Services",a_0,Operating profit before tax,1860,DOLLARS(millions),1938,1938
11489,2011,M,"Professional, Scientific and Technical Services",e_20-49,"Sales, government funding, grants and subsidies",3251,DOLLARS(millions),1939,1939
11582,2021,M,"Professional, Scientific and Technical Services",h_200+,"Sales, government funding, grants and subsidies",8373,DOLLARS(millions),1940,1940
11583,2021,M,"Professional, Scientific and Technical Services",i_Industry_Total,"Sales, government funding, grants and subsidies",43981,DOLLARS(millions),1941,1941
11597,2012,N,Administrative and Support Services,e_20-49,Total assets,602,DOLLARS(millions),1942,1942
11703,2013,N,Administrative and Support Services,c_6-9,Total income,589,DOLLARS(millions),1943,1943
11722,2015,N,Administrative and Support Services,d_10-19,Total income,954,DOLLARS(millions),1944,1944
11790,2011,N,Administrative and Support Services,i_Industry_Total,Activity unit,14679,COUNT,1945,1945
11801,2013,N,Administrative and Support Services,b_1-5,Activity unit,4302,COUNT,1946,1946
11853,2018,N,Administrative and Support Services,i_Industry_Total,Activity unit,18012,COUNT,1947,1947
12135,2017,N,Administrative and Support Services,c_6-9,Rolling mean employees,4374,COUNT,1948,1948
12142,2018,N,Administrative and Support Services,a_0,Rolling mean employees,0,COUNT,1949,1949
12169,2021,N,Administrative and Support Services,a_0,Rolling mean employees,0,COUNT,1950,1950
12175,2021,N,Administrative and Support Services,g_100-199,Rolling mean employees,11373,COUNT,1951,1951
12181,2011,N,Administrative and Support Services,d_10-19,Salaries and wages paid,249,DOLLARS(millions),1952,1952
12212,2014,N,Administrative and Support Services,h_200+,Salaries and wages paid,1298,DOLLARS(millions),1953,1953
12264,2020,N,Administrative and Support Services,f_50-99,Salaries and wages paid,526,DOLLARS(millions),1954,1954
12293,2012,N,Administrative and Support Services,h_200+,Operating profit before tax,153,DOLLARS(millions),1955,1955
12545,2018,O,Public Administration and Safety,h_200+,Total assets,372,DOLLARS(millions),1956,1956
12634,2017,O,Public Administration and Safety,g_100-199,Total income,90,DOLLARS(millions),1957,1957
12673,2011,O,Public Administration and Safety,a_0,Activity unit,456,COUNT,1958,1958
13005,2014,O,Public Administration and Safety,i_Industry_Total,Rolling mean employees,12531,COUNT,1959,1959
13013,2015,O,Public Administration and Safety,h_200+,Rolling mean employees,7641,COUNT,1960,1960
13020,2016,O,Public Administration and Safety,f_50-99,Rolling mean employees,636,COUNT,1961,1961
13146,2019,O,Public Administration and Safety,f_50-99,Salaries and wages paid,58,DOLLARS(millions),1962,1962
13185,2012,O,Public Administration and Safety,i_Industry_Total,Operating profit before tax,51,DOLLARS(millions),1963,1963
13287,2013,O,Public Administration and Safety,c_6-9,"Sales, government funding, grants and subsidies",44,DOLLARS(millions),1964,1964
13421,2017,P,Education and Training,b_1-5,Total assets,443,DOLLARS(millions),1965,1965
13453,2020,P,Education and Training,g_100-199,Total assets,864,DOLLARS(millions),1966,1966
13530,2018,P,Education and Training,c_6-9,Total income,266,DOLLARS(millions),1967,1967
13554,2020,P,Education and Training,i_Industry_Total,Total income,4958,DOLLARS(millions),1968,1968
13590,2013,P,Education and Training,i_Industry_Total,Activity unit,5253,COUNT,1969,1969
13658,2021,P,Education and Training,e_20-49,Activity unit,312,COUNT,1970,1970
13699,2015,P,Education and Training,a_0,Total expenditure,300,DOLLARS(millions),1971,1971
